;fl_date;mkt_unique_carrier;branded_code_share;mkt_carrier;mkt_carrier_fl_num;op_unique_carrier;tail_num;op_carrier_fl_num;origin_airport_id;origin;origin_city_name;dest_airport_id;dest;dest_city_name;crs_dep_time;dep_time;dep_delay;taxi_out;wheels_off;wheels_on;taxi_in;crs_arr_time;arr_time;arr_delay;cancelled;cancellation_code;diverted;dup;crs_elapsed_time;actual_elapsed_time;air_time;flights;distance;carrier_delay;weather_delay;nas_delay;security_delay;late_aircraft_delay;first_dep_time;total_add_gtime;longest_add_gtime;no_name
979036;2018-09-22;WN;WN;WN;6352;WN;N8510E;6352;10821;BWI;Baltimore, MD;10257;ALB;Albany, NY;1645;1641.0;-4.0;7.0;1648.0;1736.0;3.0;1800;1739.0;-21.0;0;;0;N;75;58.0;48.0;1;289;;;;;;;;;
2278776;2019-09-04;WN;WN;WN;1579;WN;N773SA;1579;11292;DEN;Denver, CO;13495;MSY;New Orleans, LA;1920;1919.0;-1.0;10.0;1929.0;2233.0;4.0;2250;2237.0;-13.0;0;;0;N;150;138.0;124.0;1;1062;;;;;;;;;
571885;2018-06-06;WN;WN;WN;2081;WN;N7866A;2081;14771;SFO;San Francisco, CA;11292;DEN;Denver, CO;1300;1322.0;22.0;38.0;1400.0;1658.0;5.0;1635;1703.0;28.0;0;;0;N;155;161.0;118.0;1;967;0.0;0.0;6.0;0.0;22.0;;;;
642261;2018-06-24;WN;WN;WN;3714;WN;N419WN;3714;12451;JAX;Jacksonville, FL;10693;BNA;Nashville, TN;710;709.0;-1.0;7.0;716.0;730.0;3.0;740;733.0;-7.0;0;;0;N;90;84.0;74.0;1;483;;;;;;;;;
223022;2018-03-06;WN;WN;WN;819;WN;N713SW;819;13796;OAK;Oakland, CA;11884;GEG;Spokane, WA;1040;1037.0;-3.0;10.0;1047.0;1223.0;4.0;1240;1227.0;-13.0;0;;0;N;120;110.0;96.0;1;723;;;;;;;;;
1194340;2018-11-19;WN;WN;WN;1789;WN;N441WN;1789;13891;ONT;Ontario, CA;14831;SJC;San Jose, CA;1320;1404.0;44.0;9.0;1413.0;1500.0;4.0;1435;1504.0;29.0;0;;0;N;75;60.0;47.0;1;333;2.0;0.0;0.0;0.0;27.0;;;;
693812;2018-07-08;WN;WN;WN;3701;WN;N8601C;3701;13342;MKE;Milwaukee, WI;11292;DEN;Denver, CO;1950;1950.0;0.0;8.0;1958.0;2051.0;5.0;2120;2056.0;-24.0;0;;0;N;150;126.0;113.0;1;896;;;;;;;;;
2503000;2019-11-04;WN;WN;WN;1315;WN;N775SW;1315;14831;SJC;San Jose, CA;14679;SAN;San Diego, CA;2025;2022.0;-3.0;10.0;2032.0;2158.0;9.0;2150;2207.0;17.0;0;;0;N;85;105.0;86.0;1;417;0.0;0.0;17.0;0.0;0.0;;;;
838829;2018-08-14;WN;WN;WN;222;WN;N228WN;222;13495;MSY;New Orleans, LA;10693;BNA;Nashville, TN;1100;1100.0;0.0;9.0;1109.0;1216.0;5.0;1225;1221.0;-4.0;0;;0;N;85;81.0;67.0;1;471;;;;;;;;;
929036;2018-09-08;WN;WN;WN;5999;WN;N8673F;5999;11292;DEN;Denver, CO;11259;DAL;Dallas, TX;1455;1454.0;-1.0;8.0;1502.0;1733.0;4.0;1755;1737.0;-18.0;0;;0;N;120;103.0;91.0;1;651;;;;;;;;;
2710782;2019-12-31;WN;WN;WN;4063;WN;N934WN;4063;12191;HOU;Houston, TX;12953;LGA;New York, NY;1230;1417.0;107.0;11.0;1428.0;1806.0;40.0;1655;1846.0;111.0;0;;0;N;205;209.0;158.0;1;1428;107.0;0.0;4.0;0.0;0.0;;;;
1439386;2019-01-25;WN;WN;WN;34;WN;N952WN;34;10423;AUS;Austin, TX;13495;MSY;New Orleans, LA;1800;1835.0;35.0;7.0;1842.0;1936.0;2.0;1930;1938.0;8.0;0;;0;N;90;63.0;54.0;1;444;;;;;;;;;
588247;2018-06-10;WN;WN;WN;4189;WN;N407WN;4189;14908;SNA;Santa Ana, CA;11292;DEN;Denver, CO;1945;1939.0;-6.0;9.0;1948.0;2237.0;6.0;2255;2243.0;-12.0;0;;0;N;130;124.0;109.0;1;846;;;;;;;;;
1087371;2018-10-21;WN;WN;WN;5442;WN;N7835A;5442;13796;OAK;Oakland, CA;12892;LAX;Los Angeles, CA;1725;1724.0;-1.0;13.0;1737.0;1834.0;5.0;1850;1839.0;-11.0;0;;0;N;85;75.0;57.0;1;337;;;;;;;;;
1405144;2019-01-16;WN;WN;WN;1737;WN;N7817J;1737;11292;DEN;Denver, CO;13871;OMA;Omaha, NE;1955;1949.0;-6.0;10.0;1959.0;2201.0;4.0;2220;2205.0;-15.0;0;;0;N;85;76.0;62.0;1;472;;;;;;;;;
1750597;2019-04-19;WN;WN;WN;441;WN;N256WN;441;12191;HOU;Houston, TX;12206;HRL;Harlingen/San Benito, TX;1310;1400.0;50.0;16.0;1416.0;1503.0;3.0;1420;1506.0;46.0;0;;0;N;70;66.0;47.0;1;277;0.0;0.0;0.0;0.0;46.0;;;;
1981091;2019-06-18;WN;WN;WN;3469;WN;N7732A;3469;14771;SFO;San Francisco, CA;11292;DEN;Denver, CO;2050;2051.0;1.0;10.0;2101.0;15.0;4.0;15;19.0;4.0;0;;0;N;145;148.0;134.0;1;967;;;;;;;;;
903375;2018-09-01;WN;WN;WN;6164;WN;N7740A;6164;15016;STL;St. Louis, MO;12191;HOU;Houston, TX;540;539.0;-1.0;10.0;549.0;725.0;16.0;740;741.0;1.0;0;;0;N;120;122.0;96.0;1;687;;;;;;;;;
587181;2018-06-10;WN;WN;WN;4811;WN;N211WN;4811;13495;MSY;New Orleans, LA;11278;DCA;Washington, DC;1155;1223.0;28.0;17.0;1240.0;1609.0;4.0;1520;1613.0;53.0;0;;0;N;145;170.0;149.0;1;969;0.0;28.0;25.0;0.0;0.0;;;;
719302;2018-07-14;WN;WN;WN;5221;WN;N920WN;5221;13204;MCO;Orlando, FL;11697;FLL;Fort Lauderdale, FL;1125;1132.0;7.0;8.0;1140.0;1218.0;2.0;1225;1220.0;-5.0;0;;0;N;60;48.0;38.0;1;177;;;;;;;;;
2504368;2019-11-04;WN;WN;WN;2107;WN;N249WN;2107;13796;OAK;Oakland, CA;12889;LAS;Las Vegas, NV;1015;1015.0;0.0;11.0;1026.0;1136.0;3.0;1150;1139.0;-11.0;0;;0;N;95;84.0;70.0;1;407;;;;;;;;;
1828125;2019-05-09;WN;WN;WN;1561;WN;N7741C;1561;11292;DEN;Denver, CO;10693;BNA;Nashville, TN;2020;2019.0;-1.0;18.0;2037.0;2334.0;8.0;2355;2342.0;-13.0;0;;0;N;155;143.0;117.0;1;1014;;;;;;;;;
59229;2018-01-18;WN;WN;WN;724;WN;N791SW;724;14107;PHX;Phoenix, AZ;11259;DAL;Dallas, TX;530;530.0;0.0;10.0;540.0;843.0;3.0;845;846.0;1.0;0;;0;N;135;136.0;123.0;1;879;;;;;;;;;
443982;2018-05-03;WN;WN;WN;431;WN;N469WN;431;15304;TPA;Tampa, FL;11697;FLL;Fort Lauderdale, FL;1040;1042.0;2.0;9.0;1051.0;1130.0;4.0;1140;1134.0;-6.0;0;;0;N;60;52.0;39.0;1;197;;;;;;;;;
1664011;2019-03-27;WN;WN;WN;1281;WN;N8582Z;1281;11423;DSM;Des Moines, IA;12889;LAS;Las Vegas, NV;1225;1218.0;-7.0;7.0;1225.0;1314.0;4.0;1335;1318.0;-17.0;0;;0;N;190;180.0;169.0;1;1216;;;;;;;;;
617805;2018-06-18;WN;WN;WN;539;WN;N751SW;539;14570;RNO;Reno, NV;12889;LAS;Las Vegas, NV;2120;2143.0;23.0;9.0;2152.0;2243.0;6.0;2235;2249.0;14.0;0;;0;N;75;66.0;51.0;1;345;;;;;;;;;
1395126;2019-01-13;WN;WN;WN;4345;WN;N704SW;4345;14122;PIT;Pittsburgh, PA;13204;MCO;Orlando, FL;1300;1333.0;33.0;36.0;1409.0;1605.0;6.0;1520;1611.0;51.0;0;;0;N;140;158.0;116.0;1;834;0.0;0.0;18.0;0.0;33.0;;;;
629860;2018-06-21;WN;WN;WN;1280;WN;N8308K;1280;13232;MDW;Chicago, IL;13796;OAK;Oakland, CA;1930;;;;;;;2155;;;1;B;0;N;265;;;1;1844;;;;;;;;;
1379836;2019-01-09;WN;WN;WN;106;WN;N773SA;106;11259;DAL;Dallas, TX;11697;FLL;Fort Lauderdale, FL;1945;1942.0;-3.0;14.0;1956.0;2309.0;6.0;2330;2315.0;-15.0;0;;0;N;165;153.0;133.0;1;1108;;;;;;;;;
416682;2018-04-26;WN;WN;WN;292;WN;N7812G;292;10821;BWI;Baltimore, MD;10529;BDL;Hartford, CT;1700;1703.0;3.0;9.0;1712.0;1800.0;2.0;1810;1802.0;-8.0;0;;0;N;70;59.0;48.0;1;283;;;;;;;;;
2410243;2019-10-10;WN;WN;WN;1379;WN;N8611F;1379;12889;LAS;Las Vegas, NV;12191;HOU;Houston, TX;705;705.0;0.0;15.0;720.0;1140.0;5.0;1200;1145.0;-15.0;0;;0;N;175;160.0;140.0;1;1235;;;;;;;;;
898031;2018-08-30;WN;WN;WN;1206;WN;N931WN;1206;12892;LAX;Los Angeles, CA;11259;DAL;Dallas, TX;1600;1559.0;-1.0;14.0;1613.0;2047.0;2.0;2105;2049.0;-16.0;0;;0;N;185;170.0;154.0;1;1246;;;;;;;;;
1854700;2019-05-16;WN;WN;WN;977;WN;N7889A;977;13796;OAK;Oakland, CA;12892;LAX;Los Angeles, CA;1255;1359.0;64.0;9.0;1408.0;1505.0;5.0;1420;1510.0;50.0;0;;0;N;85;71.0;57.0;1;337;29.0;0.0;0.0;0.0;21.0;;;;
2339844;2019-09-21;WN;WN;WN;5271;WN;N8513F;5271;14747;SEA;Seattle, WA;10821;BWI;Baltimore, MD;1155;1152.0;-3.0;32.0;1224.0;1956.0;6.0;2000;2002.0;2.0;0;;0;N;305;310.0;272.0;1;2335;;;;;;;;;
2130849;2019-07-27;WN;WN;WN;1204;WN;N435WN;1204;12896;LBB;Lubbock, TX;11259;DAL;Dallas, TX;550;547.0;-3.0;11.0;558.0;648.0;4.0;700;652.0;-8.0;0;;0;N;70;65.0;50.0;1;293;;;;;;;;;
1280069;2018-12-13;WN;WN;WN;2307;WN;N406WN;2307;10721;BOS;Boston, MA;13232;MDW;Chicago, IL;1150;1204.0;14.0;10.0;1214.0;1325.0;5.0;1340;1330.0;-10.0;0;;0;N;170;146.0;131.0;1;861;;;;;;;;;
1428694;2019-01-22;WN;WN;WN;1008;WN;N225WN;1008;14576;ROC;Rochester, NY;15304;TPA;Tampa, FL;1325;1328.0;3.0;9.0;1337.0;1606.0;3.0;1630;1609.0;-21.0;0;;0;N;185;161.0;149.0;1;1079;;;;;;;;;
2406889;2019-10-09;WN;WN;WN;40;WN;N7821L;40;11259;DAL;Dallas, TX;10821;BWI;Baltimore, MD;1750;1753.0;3.0;10.0;1803.0;2130.0;4.0;2145;2134.0;-11.0;0;;0;N;175;161.0;147.0;1;1209;;;;;;;;;
1810508;2019-05-04;WN;WN;WN;2442;WN;N494WN;2442;14893;SMF;Sacramento, CA;14908;SNA;Santa Ana, CA;1300;1256.0;-4.0;8.0;1304.0;1412.0;5.0;1425;1417.0;-8.0;0;;0;N;85;81.0;68.0;1;404;;;;;;;;;
1456090;2019-01-30;WN;WN;WN;1642;WN;N8626B;1642;12339;IND;Indianapolis, IN;13204;MCO;Orlando, FL;1930;1927.0;-3.0;10.0;1937.0;2131.0;5.0;2145;2136.0;-9.0;0;;0;N;135;129.0;114.0;1;829;;;;;;;;;
2664240;2019-12-18;WN;WN;WN;2255;WN;N8528Q;2255;14771;SFO;San Francisco, CA;13232;MDW;Chicago, IL;1335;1543.0;128.0;19.0;1602.0;2142.0;5.0;1935;2147.0;132.0;0;;0;N;240;244.0;220.0;1;1855;53.0;0.0;4.0;0.0;75.0;1515.0;16.0;16.0;
1992228;2019-06-21;WN;WN;WN;2383;WN;N755SA;2383;11292;DEN;Denver, CO;14869;SLC;Salt Lake City, UT;1130;1141.0;11.0;15.0;1156.0;1301.0;2.0;1305;1303.0;-2.0;0;;0;N;95;82.0;65.0;1;391;;;;;;;;;
796718;2018-08-03;WN;WN;WN;2555;WN;N962WN;2555;10821;BWI;Baltimore, MD;12191;HOU;Houston, TX;1410;;;;;;;1620;;;1;B;0;N;190;;;1;1246;;;;;;;;;
1672953;2019-03-30;WN;WN;WN;3071;WN;N7831B;3071;10821;BWI;Baltimore, MD;13232;MDW;Chicago, IL;1915;1930.0;15.0;11.0;1941.0;2018.0;2.0;2020;2020.0;0.0;0;;0;N;125;110.0;97.0;1;611;;;;;;;;;
1912988;2019-05-31;WN;WN;WN;856;WN;N920WN;856;15376;TUS;Tucson, AZ;12892;LAX;Los Angeles, CA;750;748.0;-2.0;26.0;814.0;924.0;11.0;930;935.0;5.0;0;;0;N;100;107.0;70.0;1;451;;;;;;;;;
298870;2018-03-26;WN;WN;WN;6367;WN;N8603F;6367;14635;RSW;Fort Myers, FL;10792;BUF;Buffalo, NY;1035;1032.0;-3.0;11.0;1043.0;1324.0;3.0;1325;1327.0;2.0;0;;0;N;170;175.0;161.0;1;1144;;;;;;;;;
638872;2018-06-23;WN;WN;WN;2628;WN;N569WN;2628;15016;STL;St. Louis, MO;14492;RDU;Raleigh/Durham, NC;1655;1700.0;5.0;12.0;1712.0;1936.0;5.0;1940;1941.0;1.0;0;;0;N;105;101.0;84.0;1;667;;;;;;;;;
1350859;2019-01-01;WN;WN;WN;1369;WN;N262WN;1369;12191;HOU;Houston, TX;11140;CRP;Corpus Christi, TX;805;801.0;-4.0;8.0;809.0;843.0;4.0;905;847.0;-18.0;0;;0;N;60;46.0;34.0;1;187;;;;;;;;;
2545153;2019-11-15;WN;WN;WN;448;WN;N961WN;448;14831;SJC;San Jose, CA;12889;LAS;Las Vegas, NV;1645;1716.0;31.0;13.0;1729.0;1835.0;5.0;1815;1840.0;25.0;0;;0;N;90;84.0;66.0;1;386;0.0;0.0;0.0;0.0;25.0;;;;
942775;2018-09-12;WN;WN;WN;6735;WN;N939WN;6735;14771;SFO;San Francisco, CA;14679;SAN;San Diego, CA;1515;1513.0;-2.0;17.0;1530.0;1633.0;2.0;1650;1635.0;-15.0;0;;0;N;95;82.0;63.0;1;447;;;;;;;;;
965543;2018-09-18;WN;WN;WN;6465;WN;N8680C;6465;13198;MCI;Kansas City, MO;13232;MDW;Chicago, IL;2130;2122.0;-8.0;10.0;2132.0;2233.0;2.0;2250;2235.0;-15.0;0;;0;N;80;73.0;61.0;1;405;;;;;;;;;
1505408;2019-02-13;WN;WN;WN;394;WN;N8664J;394;10423;AUS;Austin, TX;11292;DEN;Denver, CO;1410;1400.0;-10.0;9.0;1409.0;1500.0;4.0;1525;1504.0;-21.0;0;;0;N;135;124.0;111.0;1;775;;;;;;;;;
1590414;2019-03-09;WN;WN;WN;5606;WN;N440LV;5606;15304;TPA;Tampa, FL;13232;MDW;Chicago, IL;1945;1941.0;-4.0;12.0;1953.0;2125.0;20.0;2130;2145.0;15.0;0;;0;N;165;184.0;152.0;1;997;0.0;0.0;15.0;0.0;0.0;;;;
2287340;2019-09-07;WN;WN;WN;2177;WN;N8695D;2177;10821;BWI;Baltimore, MD;14730;SDF;Louisville, KY;850;859.0;9.0;11.0;910.0;1024.0;5.0;1040;1029.0;-11.0;0;;0;N;110;90.0;74.0;1;495;;;;;;;;;
2220780;2019-08-20;WN;WN;WN;5;WN;N8554X;5;11259;DAL;Dallas, TX;12191;HOU;Houston, TX;800;755.0;-5.0;10.0;805.0;849.0;5.0;910;854.0;-16.0;0;;0;N;70;59.0;44.0;1;239;;;;;;;;;
352711;2018-04-09;WN;WN;WN;1123;WN;N429WN;1123;12892;LAX;Los Angeles, CA;12889;LAS;Las Vegas, NV;1640;1642.0;2.0;9.0;1651.0;1730.0;5.0;1750;1735.0;-15.0;0;;0;N;70;53.0;39.0;1;236;;;;;;;;;
2481351;2019-10-29;WN;WN;WN;4453;WN;N255WN;4453;13495;MSY;New Orleans, LA;13204;MCO;Orlando, FL;1110;1114.0;4.0;10.0;1124.0;1353.0;8.0;1355;1401.0;6.0;0;;0;N;105;107.0;89.0;1;551;;;;;;;;;
534072;2018-05-27;WN;WN;WN;2672;WN;N246LV;2672;12892;LAX;Los Angeles, CA;15376;TUS;Tucson, AZ;1705;1659.0;-6.0;16.0;1715.0;1815.0;2.0;1830;1817.0;-13.0;0;;0;N;85;78.0;60.0;1;451;;;;;;;;;
2223806;2019-08-21;WN;WN;WN;1320;WN;N8507C;1320;10397;ATL;Atlanta, GA;10821;BWI;Baltimore, MD;1650;1651.0;1.0;10.0;1701.0;1832.0;6.0;1845;1838.0;-7.0;0;;0;N;115;107.0;91.0;1;577;;;;;;;;;
2711156;2019-12-31;WN;WN;WN;3939;WN;N7877H;3939;10821;BWI;Baltimore, MD;13296;MHT;Manchester, NH;1755;1809.0;14.0;9.0;1818.0;1913.0;4.0;1920;1917.0;-3.0;0;;0;N;85;68.0;55.0;1;377;;;;;;;;;
826257;2018-08-11;WN;WN;WN;3871;WN;N413WN;3871;11259;DAL;Dallas, TX;12191;HOU;Houston, TX;2100;2119.0;19.0;8.0;2127.0;2208.0;4.0;2205;2212.0;7.0;0;;0;N;65;53.0;41.0;1;239;;;;;;;;;
942432;2018-09-12;WN;WN;WN;1156;WN;N7877H;1156;14193;PNS;Pensacola, FL;12191;HOU;Houston, TX;940;941.0;1.0;8.0;949.0;1101.0;6.0;1115;1107.0;-8.0;0;;0;N;95;86.0;72.0;1;488;;;;;;;;;
2331847;2019-09-19;WN;WN;WN;807;WN;N7881A;807;12889;LAS;Las Vegas, NV;11259;DAL;Dallas, TX;935;932.0;-3.0;16.0;948.0;1358.0;4.0;1415;1402.0;-13.0;0;;0;N;160;150.0;130.0;1;1067;;;;;;;;;
1343327;2018-12-30;WN;WN;WN;3301;WN;N8690A;3301;12191;HOU;Houston, TX;13204;MCO;Orlando, FL;1240;1252.0;12.0;13.0;1305.0;1553.0;7.0;1550;1600.0;10.0;0;;0;N;130;128.0;108.0;1;849;;;;;;;;;
456091;2018-05-06;WN;WN;WN;2962;WN;N7856A;2962;10423;AUS;Austin, TX;11292;DEN;Denver, CO;2010;2039.0;29.0;13.0;2052.0;2145.0;6.0;2125;2151.0;26.0;0;;0;N;135;132.0;113.0;1;775;0.0;0.0;0.0;0.0;26.0;;;;
