Month;Airline;Departing Airport;Arriving Airport;Monthly Arrival Delay(Mode)
4;DL;ORF;ATL;-10.5
4;DL;ORF;BOS;-18.0
4;DL;ORF;DTW;-3.0
4;DL;ORF;JFK;-20.0
4;DL;ORF;LGA;15.0
4;DL;PBI;ATL;-11.0
4;DL;PBI;JFK;190.5
4;DL;PDX;ATL;12.666666666666666
4;DL;PDX;JFK;-34.0
4;DL;PDX;LAX;4.0
4;DL;PDX;MSP;-10.0
4;DL;PDX;SEA;204.0
4;DL;PDX;SLC;-10.5
4;DL;PHL;ATL;17.0
4;DL;PHL;BOS;61.0
4;DL;PHL;CVG;47.0
4;DL;PHL;MSP;29.5
4;DL;PHL;RDU;-27.0
4;DL;PHX;ATL;-13.666666666666666
4;DL;PHX;CVG;-2.0
4;DL;PHX;DTW;-23.0
4;DL;PHX;JFK;-11.666666666666666
4;DL;PHX;LAX;-22.0
4;DL;PHX;MSP;15.8
4;DL;PHX;SEA;145.0
4;DL;PIA;ATL;-19.0
4;DL;PIA;DTW;-5.0
4;DL;PIT;ATL;-11.0
4;DL;PIT;BOS;5.0
4;DL;PIT;DTW;-12.666666666666666
4;DL;PIT;LGA;37.0
4;DL;PIT;MSP;-16.5
4;DL;PLN;DTW;-3.5
4;DL;PNS;ATL;-1.0
4;DL;PSC;MSP;-26.0
4;DL;PSP;SEA;-21.666666666666668
4;DL;PVD;ATL;-15.333333333333334
4;DL;PVD;DTW;49.5
4;DL;PWM;ATL;-1.0
4;DL;PWM;JFK;-14.0
4;DL;RAP;MSP;-29.0
4;DL;RDM;SLC;-23.0
4;DL;RDU;ATL;-9.0
4;DL;RDU;AUS;-20.0
4;DL;RDU;BNA;21.0
4;DL;RDU;BOS;15.0
4;DL;RDU;CMH;56.0
4;DL;RDU;CVG;-10.666666666666666
4;DL;RDU;DCA;-36.0
4;DL;RDU;DTW;-18.0
4;DL;RDU;EWR;23.666666666666668
4;DL;RDU;IND;-15.0
4;DL;RDU;LAX;-10.0
4;DL;RDU;MCO;86.0
4;DL;RDU;ORD;-1.0
4;DL;RDU;SLC;-19.0
4;DL;RIC;ATL;-14.6
4;DL;RIC;BOS;11.0
4;DL;RIC;DTW;-16.0
4;DL;RIC;LGA;0.5
4;DL;RNO;SLC;-24.0
4;DL;ROA;ATL;-15.0
4;DL;ROC;ATL;8.0
4;DL;ROC;LGA;-2.0
4;DL;RST;MSP;2.0
4;DL;RSW;ATL;-15.0
4;DL;RSW;DTW;1.0
4;DL;RSW;LGA;-11.0
4;DL;SAN;ATL;-10.0
4;DL;SAN;DTW;-2.0
4;DL;SAN;JFK;-11.0
4;DL;SAN;LAS;-11.0
4;DL;SAN;SEA;-8.0
4;DL;SAT;ATL;-3.0
4;DL;SAT;LAX;6.666666666666667
4;DL;SAT;MSP;-2.0
4;DL;SAV;JFK;-31.0
4;DL;SBN;DTW;-5.666666666666667
4;DL;SBN;MSP;18.0
4;DL;SCE;DTW;-7.0
4;DL;SDF;DTW;-12.0
4;DL;SDF;LGA;39.0
4;DL;SEA;ATL;-18.2
4;DL;SEA;AUS;-3.0
4;DL;SEA;BOI;23.666666666666668
4;DL;SEA;DEN;-32.0
4;DL;SEA;DTW;-14.0
4;DL;SEA;EUG;-11.5
4;DL;SEA;GEG;-16.0
4;DL;SEA;HNL;37.0
4;DL;SEA;IND;-35.0
4;DL;SEA;JFK;-21.0
4;DL;SEA;LAS;-11.0
4;DL;SEA;MCI;11.0
4;DL;SEA;MFR;-2.0
4;DL;SEA;MSP;8.333333333333334
4;DL;SEA;ORD;36.0
4;DL;SEA;PDX;-21.0
4;DL;SEA;PSC;-8.5
4;DL;SEA;RDM;-19.0
4;DL;SEA;SAN;-13.0
4;DL;SEA;SFO;-19.75
4;DL;SEA;SLC;1.0
4;DL;SEA;SMF;1.0
4;DL;SEA;SNA;4.0
4;DL;SFO;ATL;31.666666666666668
4;DL;SFO;DTW;-6.0
4;DL;SFO;JFK;-15.0
4;DL;SFO;LAX;67.66666666666667
4;DL;SFO;MSP;-4.0
4;DL;SFO;SEA;-6.0
4;DL;SFO;SLC;-8.333333333333334
4;DL;SGF;ATL;2.3333333333333335
4;DL;SGU;SLC;-14.0
4;DL;SHV;ATL;-9.333333333333334
4;DL;SJC;ATL;2.0
4;DL;SJC;LAS;7.0
4;DL;SJC;LAX;98.5
4;DL;SJC;MSP;-15.0
4;DL;SJC;SEA;32.0
4;DL;SJC;SLC;-17.0
4;DL;SJU;ATL;-14.0
4;DL;SJU;JFK;-9.0
4;DL;SLC;ABQ;-7.0
4;DL;SLC;AUS;-17.0
4;DL;SLC;BOI;1.0
4;DL;SLC;BOS;-17.0
4;DL;SLC;BTM;-32.0
4;DL;SLC;BUR;17.333333333333332
4;DL;SLC;CDC;13.0
4;DL;SLC;CLT;-21.0
4;DL;SLC;DCA;-6.0
4;DL;SLC;DEN;-12.0
4;DL;SLC;DFW;2.0
4;DL;SLC;DSM;-9.0
4;DL;SLC;EKO;-18.0
4;DL;SLC;EUG;-1.0
4;DL;SLC;FAT;-7.0
4;DL;SLC;GEG;17.0
4;DL;SLC;GJT;0.0
4;DL;SLC;HLN;-10.0
4;DL;SLC;IDA;-14.5
4;DL;SLC;JFK;-11.0
4;DL;SLC;LAS;-7.75
4;DL;SLC;LAX;10.0
4;DL;SLC;MCI;-17.0
4;DL;SLC;MFR;-16.0
4;DL;SLC;MSP;-1.0
4;DL;SLC;OAK;-13.0
4;DL;SLC;OMA;-21.0
4;DL;SLC;ONT;-18.0
4;DL;SLC;PDX;-5.333333333333333
4;DL;SLC;PHX;-14.0
4;DL;SLC;PSP;-20.0
4;DL;SLC;RAP;-11.0
4;DL;SLC;SAN;-16.0
4;DL;SLC;SAT;0.0
4;DL;SLC;SEA;11.0
4;DL;SLC;SFO;12.0
4;DL;SLC;SGU;-12.0
4;DL;SLC;SJC;-9.0
4;DL;SLC;SMF;38.0
4;DL;SLC;STL;-14.0
4;DL;SLC;TUS;-16.0
4;DL;SLC;TWF;-10.5
4;DL;SMF;LAX;-10.5
4;DL;SMF;MSP;-6.333333333333333
4;DL;SNA;ATL;-7.0
4;DL;SNA;LAS;20.5
4;DL;SNA;MSP;-7.0
4;DL;SNA;SEA;-18.0
4;DL;SNA;SLC;-7.5
4;DL;SRQ;ATL;-9.0
4;DL;STL;ATL;-11.0
4;DL;STL;CVG;21.0
4;DL;STL;DTW;-9.0
4;DL;STL;LGA;49.0
4;DL;STL;MSP;5.5
4;DL;SUN;SLC;-9.0
4;DL;SWF;DTW;-37.0
4;DL;SYR;ATL;38.0
4;DL;SYR;JFK;-20.0
4;DL;SYR;MSP;-34.0
4;DL;TLH;ATL;-5.5
4;DL;TPA;ATL;-7.0
4;DL;TPA;DTW;10.5
4;DL;TPA;LAX;11.0
4;DL;TPA;LGA;2.0
4;DL;TPA;MSP;-9.0
4;DL;TRI;ATL;-10.333333333333334
4;DL;TUL;ATL;-10.0
4;DL;TUL;SLC;-13.0
4;DL;TUS;SLC;281.0
4;DL;TWF;SLC;-16.0
4;DL;TYS;ATL;21.666666666666668
4;DL;TYS;DTW;-14.666666666666666
4;DL;TYS;LGA;-0.3333333333333333
4;DL;TYS;MSP;-7.0
4;DL;VLD;ATL;-8.0
4;DL;VPS;ATL;-15.0
4;DL;XNA;ATL;-8.0
4;DL;XNA;LGA;92.0
4;DL;XNA;MSP;-24.0
4;F9;ATL;AUS;-14.0
4;F9;ATL;LAS;-10.0
4;F9;ATL;TTN;-4.0
4;F9;AUS;ABQ;-8.0
4;F9;AUS;IND;9.0
4;F9;AUS;MSY;-19.0
4;F9;AUS;TPA;-3.0
4;F9;BDL;RDU;17.0
4;F9;BNA;DEN;8.0
4;F9;CLE;LAS;53.333333333333336
4;F9;CLE;MCO;-12.0
4;F9;CLE;TPA;-13.0
4;F9;CLT;PHL;-15.0
4;F9;CMH;RSW;29.0
4;F9;COS;LAS;-13.0
4;F9;COS;MCO;85.0
4;F9;CVG;RSW;-14.0
4;F9;DCA;DEN;-10.0
4;F9;DEN;ABQ;32.0
4;F9;DEN;DTW;-7.0
4;F9;DEN;ELP;-25.0
4;F9;DEN;GSP;-28.0
4;F9;DEN;IAD;68.0
4;F9;DEN;MIA;21.0
4;F9;DEN;MSY;-6.0
4;F9;DEN;OKC;13.0
4;F9;DEN;ORF;5.0
4;F9;DEN;PHL;-12.0
4;F9;DEN;RDU;7.0
4;F9;DEN;SNA;40.5
4;F9;DEN;TPA;-18.0
4;F9;DEN;TUL;-23.0
4;F9;DSM;DEN;30.0
4;F9;DSM;PHX;-17.0
4;F9;DTW;MCO;-13.0
4;F9;FLL;ISP;-14.0
4;F9;GSP;TPA;26.0
4;F9;IAD;LAS;-22.0
4;F9;IAH;DEN;-24.0
4;F9;ISP;MCO;-8.5
4;F9;ISP;RSW;-20.0
4;F9;LAS;ATL;-17.0
4;F9;LAS;AUS;-4.0
4;F9;LAS;DEN;6.5
4;F9;LAS;MSN;-37.0
4;F9;LAS;ORD;20.0
4;F9;LAS;SAT;-1.0
4;F9;LAS;STL;-12.0
4;F9;LIT;DEN;9.0
4;F9;MCI;DEN;-12.0
4;F9;MCO;ALB;-17.0
4;F9;MCO;ATL;81.0
4;F9;MCO;CLT;-14.0
4;F9;MCO;IND;44.0
4;F9;MCO;ISP;25.0
4;F9;MCO;LAS;-31.0
4;F9;MCO;MDT;-20.0
4;F9;MCO;MSY;-11.5
4;F9;MCO;OKC;-24.0
4;F9;MCO;PHL;-11.666666666666666
4;F9;MCO;PHX;-20.0
4;F9;MCO;STL;-10.0
4;F9;MEM;MCO;-2.0
4;F9;MKE;MIA;-13.0
4;F9;MKE;RSW;-2.0
4;F9;MSP;DEN;-14.5
4;F9;MYR;ISP;-2.0
4;F9;ONT;MCO;-43.0
4;F9;ORD;COS;-10.0
4;F9;ORD;DEN;-15.0
4;F9;ORD;MCO;-21.0
4;F9;ORD;RSW;-9.0
4;F9;ORF;LAS;-1.0
4;F9;PDX;DEN;-14.0
4;F9;PHL;CVG;11.0
4;F9;PHL;DEN;-10.0
4;F9;PHL;MCI;0.0
4;F9;PHL;MCO;-14.5
4;F9;PHL;RSW;18.0
4;F9;PVD;MCO;-7.0
4;F9;RDU;MCO;-12.0
4;F9;RDU;TTN;-10.0
4;F9;RSW;CLE;37.0
4;F9;RSW;MSP;-12.0
4;F9;RSW;TTN;10.0
4;F9;SAN;DEN;-17.0
4;F9;SFO;DEN;-23.0
4;F9;SFO;LAS;-1.0
4;F9;SJU;ISP;27.0
4;F9;SLC;DEN;-18.0
4;F9;SNA;DEN;4.0
4;F9;SNA;SAT;17.0
4;F9;STL;LAS;33.0
4;F9;TPA;DEN;15.0
4;F9;TPA;PHL;13.5
4;F9;TTN;FLL;-17.0
4;F9;TTN;JAX;-4.0
4;F9;TTN;MCO;75.0
4;F9;TTN;MYR;34.0
4;F9;TTN;TPA;-11.0
4;G4;ABQ;AUS;14.0
4;G4;ALB;SFB;-6.0
4;G4;AZA;ATW;32.0
4;G4;AZA;MOT;-26.0
4;G4;AZA;PVU;-11.0
4;G4;AZA;RFD;-1.0
4;G4;BIS;LAS;-15.0
4;G4;BWI;SAV;45.0
4;G4;CHS;CVG;3.0
4;G4;CID;LAS;-29.0
4;G4;CLE;PGD;9.0
4;G4;CVG;AUS;18.0
4;G4;CVG;LAS;-17.0
4;G4;CVG;MYR;-14.0
4;G4;CVG;PIE;-13.5
4;G4;CVG;SFB;-7.5
4;G4;FLL;GSP;3.0
4;G4;FLL;IND;-8.0
4;G4;FLL;USA;64.0
4;G4;FWA;PGD;59.0
4;G4;FWA;SFB;10.0
4;G4;GRR;SRQ;4.0
4;G4;GSP;PIE;25.0
4;G4;GTF;LAS;-11.0
4;G4;IAG;PGD;-7.0
4;G4;IND;FLL;6.0
4;G4;IND;SAV;15.0
4;G4;IND;SFB;323.0
4;G4;IND;SRQ;8.0
4;G4;LAS;AZA;-7.0
4;G4;LAS;BIS;0.0
4;G4;LAS;BLI;8.0
4;G4;LAS;BLV;114.0
4;G4;LAS;CID;-19.0
4;G4;LAS;FSD;4.0
4;G4;LAS;GRR;-4.0
4;G4;LAS;GTF;-6.0
4;G4;LAS;IDA;18.0
4;G4;LAS;MOT;-8.0
4;G4;LAS;MSO;-6.0
4;G4;LAS;OAK;2.0
4;G4;LAS;OKC;-18.0
4;G4;LAS;RNO;-18.0
4;G4;LAS;SGF;-12.0
4;G4;LAX;BLI;47.0
4;G4;LAX;OKC;19.0
4;G4;LCK;PGD;13.0
4;G4;LEX;PIE;-12.0
4;G4;LEX;SFB;-21.0
4;G4;MDT;SFB;-1.0
4;G4;MEM;AUS;-12.0
4;G4;MEM;LAS;-2.0
4;G4;MEM;LAX;7.0
4;G4;MFE;LAS;-8.0
4;G4;MLI;PGD;5.0
4;G4;MOT;AZA;-8.0
4;G4;MYR;LCK;-6.0
4;G4;OAK;AZA;-13.0
4;G4;OGD;AZA;4.0
4;G4;OKC;LAS;-2.0
4;G4;ORF;FLL;42.0
4;G4;PBG;SFB;-4.0
4;G4;PGD;CVG;8.0
4;G4;PGD;DSM;22.0
4;G4;PGD;FNT;22.0
4;G4;PGD;IND;193.0
4;G4;PGD;LCK;-5.0
4;G4;PGD;LEX;-3.0
4;G4;PGD;PIA;33.0
4;G4;PIE;AUS;-18.0
4;G4;PIE;AVL;-18.0
4;G4;PIE;CVG;313.0
4;G4;PIE;GSP;96.0
4;G4;PIE;SWF;109.0
4;G4;PIT;AUS;0.0
4;G4;PIT;SAV;1.5
4;G4;PSM;SFB;34.0
4;G4;PSP;BLI;-7.0
4;G4;RDU;PIE;-18.0
4;G4;RFD;PGD;-8.0
4;G4;RNO;LAS;-19.0
4;G4;ROC;SFB;-16.0
4;G4;SAN;ELP;3.0
4;G4;SAV;CLE;7.0
4;G4;SBN;SFB;-20.0
4;G4;SDF;PGD;-14.0
4;G4;SFB;ABE;47.0
4;G4;SFB;BGR;-3.0
4;G4;SFB;CLE;-6.0
4;G4;SFB;FWA;15.666666666666666
4;G4;SFB;GRR;8.0
4;G4;SFB;GSO;-12.0
4;G4;SFB;MDT;16.0
4;G4;SFB;ROA;-15.0
4;G4;SFB;SDF;1.0
4;G4;SFB;TRI;-22.0
4;G4;SFB;XNA;-1.0
4;G4;SRQ;IND;7.0
4;G4;STC;AZA;23.0
4;G4;SWF;SFB;-8.0
4;G4;SYR;FLL;-32.0
4;G4;SYR;PIE;-4.0
4;G4;TYS;SFB;-26.0
4;G4;USA;PGD;-13.0
4;G4;VPS;XNA;0.0
4;G4;XNA;LAS;10.0
4;HA;HNL;ITO;0.16666666666666666
4;HA;HNL;JFK;-12.0
4;HA;HNL;KOA;-4.0
4;HA;HNL;LAS;-6.0
4;HA;HNL;LIH;-5.666666666666667
4;HA;HNL;OGG;-6.0
4;HA;HNL;SAN;6.0
4;HA;HNL;SJC;24.0
4;HA;ITO;HNL;10.0
4;HA;ITO;OGG;-9.0
4;HA;JFK;HNL;-15.0
4;HA;JHM;HNL;-15.5
4;HA;KOA;HNL;-13.0
4;HA;KOA;OGG;-9.0
4;HA;LAX;HNL;-18.0
4;HA;LAX;KOA;-11.0
4;HA;LAX;LIH;17.0
4;HA;LIH;HNL;-3.6666666666666665
4;HA;LIH;OGG;-3.5
4;HA;LNY;HNL;11.0
4;HA;MKK;HNL;-18.0
4;HA;OAK;HNL;-2.0
4;HA;OGG;HNL;-3.5
4;HA;OGG;ITO;-12.0
4;HA;OGG;KOA;-2.0
4;HA;OGG;OAK;14.5
4;HA;OGG;SFO;17.0
4;HA;OGG;SJC;-20.0
4;HA;OGG;SMF;4.0
4;HA;PHX;HNL;-11.0
4;HA;SAN;HNL;-20.0
4;HA;SEA;OGG;-11.0
4;HA;SFO;OGG;-27.0
4;HA;SJC;HNL;23.0
4;HA;SMF;HNL;-18.0
4;HA;SMF;OGG;37.0
4;NK;ACY;ATL;11.0
4;NK;ACY;FLL;-19.0
4;NK;ACY;MCO;-10.0
4;NK;ACY;MYR;305.0
4;NK;ATL;BOS;-24.0
4;NK;ATL;BWI;-3.0
4;NK;ATL;FLL;-13.0
4;NK;ATL;TPA;10.0
4;NK;AUS;ORD;66.0
4;NK;BDL;FLL;-8.0
4;NK;BDL;MCO;64.0
4;NK;BOS;MCO;44.666666666666664
4;NK;BOS;MSY;-22.0
4;NK;BOS;MYR;-8.0
4;NK;BQN;FLL;11.0
4;NK;BWI;BOS;-1.0
4;NK;BWI;DFW;-5.0
4;NK;BWI;LAX;-27.0
4;NK;BWI;MCO;-10.666666666666666
4;NK;BWI;MSY;-19.0
4;NK;BWI;RSW;12.0
4;NK;CAK;MCO;22.0
4;NK;CLE;FLL;-12.0
4;NK;CLE;LAS;10.0
4;NK;CLE;LAX;-10.0
4;NK;CLE;MCO;-18.0
4;NK;CLE;TPA;-27.0
4;NK;DEN;DFW;-15.0
4;NK;DEN;FLL;20.0
4;NK;DEN;ORD;8.0
4;NK;DFW;BWI;9.5
4;NK;DFW;DEN;16.0
4;NK;DFW;FLL;40.0
4;NK;DFW;ORD;-24.0
4;NK;DFW;PHL;-35.0
4;NK;DFW;PHX;-7.0
4;NK;DTW;BWI;-8.5
4;NK;DTW;LAS;-17.0
4;NK;DTW;LAX;5.0
4;NK;DTW;LGA;-14.5
4;NK;DTW;MCI;-7.0
4;NK;DTW;MCO;-7.5
4;NK;DTW;MSP;-14.0
4;NK;DTW;MSY;-2.5
4;NK;DTW;MYR;-19.0
4;NK;DTW;RSW;-19.0
4;NK;EWR;IAH;-8.0
4;NK;EWR;LAS;-21.0
4;NK;EWR;MCO;-5.0
4;NK;EWR;MYR;-20.0
4;NK;FLL;ATL;-2.0
4;NK;FLL;AUS;17.0
4;NK;FLL;BOS;-15.0
4;NK;FLL;BWI;0.5
4;NK;FLL;DFW;21.0
4;NK;FLL;EWR;-14.5
4;NK;FLL;IAH;59.0
4;NK;FLL;LGA;-14.0
4;NK;FLL;PIT;-4.0
4;NK;FLL;SJU;0.0
4;NK;GSO;FLL;12.0
4;NK;IAG;MYR;-20.0
4;NK;IAH;LAX;-2.0
4;NK;IAH;TPA;-13.0
4;NK;IND;MCO;-11.0
4;NK;JAX;BWI;-3.0
4;NK;JAX;DTW;-6.0
4;NK;JAX;ORD;-23.0
4;NK;LAS;BOS;-2.0
4;NK;LAS;CLE;-34.0
4;NK;LAS;DFW;-15.0
4;NK;LAS;DTW;-20.75
4;NK;LAS;LAX;5.0
4;NK;LAS;MCO;7.0
4;NK;LAS;MSY;-27.0
4;NK;LAS;OAK;-16.0
4;NK;LAS;ORD;-8.0
4;NK;LAS;PHL;-10.0
4;NK;LAX;ATL;-2.0
4;NK;LAX;DTW;-9.0
4;NK;LAX;FLL;-15.0
4;NK;LAX;LAS;-24.0
4;NK;LAX;MCI;-6.5
4;NK;LAX;OAK;-5.0
4;NK;LBE;FLL;-27.0
4;NK;LGA;DTW;60.0
4;NK;LGA;FLL;-1.0
4;NK;LGA;MYR;33.0
4;NK;LGA;ORD;-5.5
4;NK;MCI;MCO;32.0
4;NK;MCO;CMH;-8.0
4;NK;MCO;DFW;22.0
4;NK;MCO;IND;-14.0
4;NK;MCO;LAS;43.0
4;NK;MSP;BOS;235.0
4;NK;MSP;BWI;-18.0
4;NK;MSP;DTW;23.0
4;NK;MSP;LAS;-34.0
4;NK;MSP;PHX;-8.0
4;NK;MSY;ATL;-20.0
4;NK;MSY;BOS;-20.0
4;NK;MSY;DTW;-19.0
4;NK;MSY;FLL;-4.5
4;NK;MSY;LAX;-1.0
4;NK;MYR;ACY;83.0
4;NK;MYR;BOS;-11.0
4;NK;MYR;BWI;-2.0
4;NK;MYR;CLE;-15.5
4;NK;MYR;IAG;-21.0
4;NK;MYR;LGA;-18.0
4;NK;MYR;ORD;-18.0
4;NK;MYR;PHL;42.0
4;NK;OAK;LAS;7.0
4;NK;OAK;LAX;-19.0
4;NK;ORD;FLL;-15.0
4;NK;ORD;JAX;-19.0
4;NK;ORD;LAS;0.0
4;NK;ORD;LGA;14.0
4;NK;ORD;MSY;-18.0
4;NK;ORD;MYR;12.0
4;NK;ORD;PHX;209.0
4;NK;ORD;RSW;-15.5
4;NK;ORD;TPA;-22.0
4;NK;PBG;FLL;5.0
4;NK;PBI;BOS;7.0
4;NK;PDX;LAS;-5.0
4;NK;PHL;ATL;-28.0
4;NK;PHL;LAX;7.0
4;NK;PHL;MCO;-5.666666666666667
4;NK;PHX;MSP;1.0
4;NK;PIT;DFW;-11.0
4;NK;PIT;TPA;-22.0
4;NK;RIC;FLL;19.0
4;NK;RSW;CLE;10.0
4;NK;RSW;DTW;-16.0
4;NK;SAN;LAS;20.5
4;NK;SEA;LAS;10.0
4;NK;SJU;FLL;-0.5
4;NK;STT;FLL;-15.0
4;NK;TPA;BOS;23.5
4;NK;TPA;BWI;-19.0
4;NK;TPA;IAH;16.0
4;NK;TPA;MSY;-12.0
4;NK;TPA;ORD;-28.5
4;UA;ABE;ORD;10.0
4;UA;ABQ;LAX;-6.0
4;UA;ABQ;ORD;460.0
4;UA;ACV;SFO;37.0
4;UA;AEX;IAH;-16.0
4;UA;ALB;EWR;-28.666666666666668
4;UA;ALB;IAD;-15.0
4;UA;ALB;ORD;-1.0
4;UA;AMA;IAH;-21.5
4;UA;ASE;DEN;-17.666666666666668
4;UA;ASE;ORD;-25.0
4;UA;ATL;DEN;-11.0
4;UA;ATL;EWR;-6.0
4;UA;ATL;IAD;50.666666666666664
4;UA;ATL;IAH;107.66666666666667
4;UA;ATL;ORD;-20.5
4;UA;ATL;SFO;2.0
4;UA;ATW;ORD;-9.5
4;UA;AUS;DEN;-8.5
4;UA;AUS;EWR;-30.0
4;UA;AUS;IAD;-12.5
4;UA;AUS;IAH;-3.6
4;UA;AUS;LAX;-24.5
4;UA;AUS;ORD;97.0
4;UA;AUS;SFO;-22.0
4;UA;AVL;ORD;-5.5
4;UA;AVP;IAD;-35.0
4;UA;BDL;EWR;-33.5
4;UA;BDL;IAD;2.0
4;UA;BDL;ORD;8.0
4;UA;BFF;DEN;-1.0
4;UA;BGR;EWR;-11.0
4;UA;BHM;DEN;-9.0
4;UA;BHM;IAH;-2.0
4;UA;BHM;ORD;-31.0
4;UA;BIL;DEN;-25.0
4;UA;BIS;DEN;-23.666666666666668
4;UA;BNA;DEN;37.0
4;UA;BNA;EWR;13.0
4;UA;BNA;ORD;-19.666666666666668
4;UA;BNA;SFO;3.0
4;UA;BOI;DEN;0.5
4;UA;BOI;LAX;-35.0
4;UA;BOS;EWR;-3.8
4;UA;BOS;IAD;-9.333333333333334
4;UA;BOS;IAH;32.0
4;UA;BOS;LAX;-18.0
4;UA;BOS;ORD;-7.666666666666667
4;UA;BOS;SFO;-14.166666666666666
4;UA;BQN;EWR;-20.0
4;UA;BRO;IAH;-15.0
4;UA;BTV;ORD;-23.0
4;UA;BUF;EWR;39.0
4;UA;BUR;DEN;-21.0
4;UA;BUR;SFO;85.0
4;UA;BWI;IAH;-12.0
4;UA;BWI;LAX;21.0
4;UA;BWI;ORD;-9.333333333333334
4;UA;BZN;DEN;-19.0
4;UA;BZN;ORD;12.0
4;UA;CAE;ORD;-3.0
4;UA;CAK;IAH;27.0
4;UA;CAK;ORD;71.0
4;UA;CGI;ORD;3.0
4;UA;CHA;ORD;28.0
4;UA;CHO;IAD;-13.0
4;UA;CHS;IAD;13.666666666666666
4;UA;CHS;IAH;25.0
4;UA;CHS;ORD;-27.0
4;UA;CID;ORD;38.5
4;UA;CKB;IAD;-23.0
4;UA;CKB;ORD;-7.0
4;UA;CLE;DCA;-22.0
4;UA;CLE;DEN;-13.666666666666666
4;UA;CLE;EWR;-13.0
4;UA;CLE;FLL;0.0
4;UA;CLE;IAD;2.0
4;UA;CLE;LAX;48.5
4;UA;CLE;MCO;-3.0
4;UA;CLE;ORD;-7.5
4;UA;CLE;SFO;-2.0
4;UA;CLT;DEN;14.0
4;UA;CLT;EWR;22.0
4;UA;CLT;IAH;-11.0
4;UA;CLT;ORD;43.0
4;UA;CMH;DEN;-9.5
4;UA;CMH;EWR;19.666666666666668
4;UA;CMH;IAD;-14.0
4;UA;CMH;IAH;-27.0
4;UA;CMH;ORD;160.0
4;UA;CMI;ORD;-29.0
4;UA;CNY;DEN;-18.0
4;UA;COS;DEN;-6.833333333333333
4;UA;COS;IAH;-22.0
4;UA;COS;LAX;-39.0
4;UA;COS;ORD;-12.0
4;UA;CPR;DEN;1.75
4;UA;CRP;IAH;32.0
4;UA;CRW;IAD;101.0
4;UA;CRW;ORD;-21.0
4;UA;CVG;EWR;41.5
4;UA;CVG;IAD;-6.5
4;UA;CVG;IAH;-15.333333333333334
4;UA;CVG;ORD;-24.333333333333332
4;UA;CWA;ORD;-11.0
4;UA;DAY;EWR;45.0
4;UA;DAY;IAD;-22.0
4;UA;DAY;ORD;36.5
4;UA;DCA;CLE;-6.0
4;UA;DCA;EWR;6.5
4;UA;DCA;IAH;-18.25
4;UA;DCA;ORD;-15.5
4;UA;DCA;SFO;7.0
4;UA;DEN;ABQ;-9.0
4;UA;DEN;AMA;-22.0
4;UA;DEN;ANC;-4.0
4;UA;DEN;ATL;0.3333333333333333
4;UA;DEN;ATY;2.0
4;UA;DEN;AUS;55.5
4;UA;DEN;BFL;-14.0
4;UA;DEN;BHM;-2.0
4;UA;DEN;BIL;-8.5
4;UA;DEN;BNA;-12.0
4;UA;DEN;BOS;-11.0
4;UA;DEN;BUR;15.0
4;UA;DEN;BZN;-12.0
4;UA;DEN;CID;4.0
4;UA;DEN;CLE;-15.0
4;UA;DEN;CLT;-11.0
4;UA;DEN;COD;-20.0
4;UA;DEN;COS;-13.5
4;UA;DEN;CPR;26.0
4;UA;DEN;DAY;-3.0
4;UA;DEN;DCA;-14.0
4;UA;DEN;DIK;-25.0
4;UA;DEN;DRO;-26.0
4;UA;DEN;DSM;-15.0
4;UA;DEN;EAR;-20.0
4;UA;DEN;EUG;-21.0
4;UA;DEN;EWR;-10.666666666666666
4;UA;DEN;FAT;-7.0
4;UA;DEN;FCA;-21.0
4;UA;DEN;FSD;97.0
4;UA;DEN;GCC;-0.5
4;UA;DEN;HDN;14.0
4;UA;DEN;HSV;-13.0
4;UA;DEN;IAD;-9.4
4;UA;DEN;IAH;46.2
4;UA;DEN;ICT;-16.5
4;UA;DEN;IDA;-9.0
4;UA;DEN;IND;-9.0
4;UA;DEN;ISN;20.5
4;UA;DEN;JAC;0.0
4;UA;DEN;LAS;-11.333333333333334
4;UA;DEN;LAX;-2.3333333333333335
4;UA;DEN;LBL;-19.0
4;UA;DEN;LGA;-17.6
4;UA;DEN;LIH;-25.0
4;UA;DEN;LIT;-15.0
4;UA;DEN;LNK;-10.0
4;UA;DEN;MAF;-16.0
4;UA;DEN;MEM;-1.5
4;UA;DEN;MFR;131.0
4;UA;DEN;MKE;-10.5
4;UA;DEN;MLI;-11.0
4;UA;DEN;MOT;13.5
4;UA;DEN;MSO;-30.0
4;UA;DEN;MSP;-11.0
4;UA;DEN;MSY;-18.0
4;UA;DEN;OMA;8.75
4;UA;DEN;ONT;5.0
4;UA;DEN;ORD;-3.0
4;UA;DEN;ORF;-10.0
4;UA;DEN;PDX;-7.0
4;UA;DEN;PHL;27.5
4;UA;DEN;PIR;-25.0
4;UA;DEN;PIT;22.0
4;UA;DEN;PRC;-20.0
4;UA;DEN;PSC;-27.0
4;UA;DEN;PSP;-37.0
4;UA;DEN;PUB;-2.0
4;UA;DEN;RAP;-6.5
4;UA;DEN;RDM;-2.5
4;UA;DEN;RNO;-7.0
4;UA;DEN;SAN;-5.25
4;UA;DEN;SAT;-13.0
4;UA;DEN;SBA;-1.0
4;UA;DEN;SEA;-6.5
4;UA;DEN;SFO;10.8
4;UA;DEN;SGF;-2.5
4;UA;DEN;SGU;-15.0
